ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Month
12582697,JF100940,01/01/2022 01:00:00 AM,070XX S EUCLID AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,0,0,332,3.0,5.0,43.0,05,1190430.0,1858562.0,2022,10/11/2022 04:45:59 PM,41.766919203,-87.57755071700001,"(41.766919203, -87.577550717)",01
12581857,JF100075,01/01/2022 01:00:00 AM,015XX N HARDING AVE,0560,ASSAULT,SIMPLE,APARTMENT,1,1,2535,25.0,26.0,23.0,08A,1149765.0,1909956.0,2022,10/11/2022 04:45:59 PM,41.908834937,-87.725271489,"(41.908834937, -87.725271489)",01
12581890,JF100171,01/01/2022 01:00:00 AM,025XX S LAWNDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1013,10.0,22.0,30.0,14,1152110.0,1886929.0,2022,10/11/2022 04:45:59 PM,41.845600419,-87.717264194,"(41.845600419, -87.717264194)",01
12592889,JF113397,01/01/2022 01:00:00 AM,088XX S STONY ISLAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,0,0,412,4.0,8.0,48.0,26,1188461.0,1846677.0,2022,10/11/2022 04:45:59 PM,41.734352904,-87.585146591,"(41.734352904, -87.585146591)",01
12584977,JF103898,01/01/2022 01:00:00 AM,010XX W NORTH AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),0,0,1811,18.0,2.0,7.0,06,1169007.0,1910823.0,2022,10/11/2022 04:45:59 PM,41.91081797,-87.65456039799999,"(41.91081797, -87.654560398)",01
12582956,JF100841,01/01/2022 01:00:00 PM,095XX S HALSTED ST,0261,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,0,0,2223,22.0,21.0,73.0,02,1172654.0,1841681.0,2022,10/22/2022 04:45:58 PM,41.721005667,-87.64320268600001,"(41.721005667, -87.643202686)",01
12585176,JF104118,01/01/2022 01:00:00 PM,017XX N NORDICA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,0,2513,25.0,29.0,25.0,11,1128820.0,1910790.0,2022,10/11/2022 04:45:59 PM,41.911505207,-87.80219592899999,"(41.911505207, -87.802195929)",01
12582551,JF100855,01/01/2022 01:00:00 PM,008XX W ADDISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,1923,19.0,44.0,6.0,07,1169826.0,1924123.0,2022,10/11/2022 04:45:59 PM,41.947295978,-87.651162974,"(41.947295978, -87.651162974)",01
12607191,JF131208,01/01/2022 01:00:00 PM,065XX N ASHLAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,0,0,2432,24.0,40.0,1.0,10,1164424.0,1943586.0,2022,10/11/2022 04:45:59 PM,42.000819429,-87.670465654,"(42.000819429, -87.670465654)",01
12584189,JF102838,01/01/2022 01:00:00 PM,030XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,133,1.0,4.0,35.0,14,1179408.0,1885031.0,2022,10/11/2022 04:45:59 PM,41.83981113,-87.617141911,"(41.83981113, -87.617141911)",01
12636755,JF167386,01/01/2022 01:00:00 PM,029XX N HAMLIN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,0,0,2523,25.0,30.0,21.0,26,1150551.0,1919154.0,2022,10/11/2022 04:45:59 PM,41.934059747,-87.722143251,"(41.934059747, -87.722143251)",01
12636759,JF167461,01/01/2022 01:00:00 PM,029XX N HAMLIN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,0,0,2523,25.0,30.0,21.0,26,1150551.0,1919154.0,2022,10/11/2022 04:45:59 PM,41.934059747,-87.722143251,"(41.934059747, -87.722143251)",01
12582293,JF100577,01/01/2022 01:00:00 PM,005XX W MADISON ST,0820,THEFT,$500 AND UNDER,RESTAURANT,0,0,121,1.0,42.0,28.0,06,1173039.0,1900311.0,2022,10/11/2022 04:45:59 PM,41.881883933000005,-87.640060441,"(41.881883933, -87.640060441)",01
12606858,JF130513,01/01/2022 01:00:00 PM,008XX W 75TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,621,6.0,17.0,71.0,07,1172185.0,1855061.0,2022,10/11/2022 04:45:59 PM,41.757732493,-87.644528275,"(41.757732493, -87.644528275)",01
12607313,JF131023,01/01/2022 01:00:00 PM,057XX S MAYFIELD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,0,0,811,8.0,23.0,56.0,11,1138030.0,1865814.0,2022,10/11/2022 04:45:59 PM,41.787922963,-87.76944570299999,"(41.787922963, -87.769445703)",01
12582776,JF100592,01/01/2022 01:00:00 PM,066XX N SHERIDAN RD,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,1,2432,24.0,49.0,1.0,04B,1167039.0,1944613.0,2022,10/11/2022 04:45:59 PM,42.00358158,-87.660815919,"(42.00358158, -87.660815919)",01
12582335,JF100560,01/01/2022 01:02:00 AM,062XX S NEWLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,812,8.0,23.0,64.0,14,1130951.0,1862180.0,2022,10/11/2022 04:45:59 PM,41.778075045,-87.795485525,"(41.778075045, -87.795485525)",01
12581854,JF100096,01/01/2022 01:05:00 AM,015XX W 71ST ST,1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,STREET,1,0,734,7.0,17.0,67.0,15,1167411.0,1857648.0,2022,10/11/2022 04:45:59 PM,41.764935128000005,-87.661950407,"(41.764935128, -87.661950407)",01
12582282,JF100561,01/01/2022 01:05:00 PM,043XX W 21ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1012,10.0,24.0,29.0,08B,1147733.0,1889733.0,2022,10/11/2022 04:45:59 PM,41.853379997,-87.73325561200001,"(41.853379997, -87.733255612)",01
12582439,JF100678,01/01/2022 01:05:00 PM,041XX S INDIANA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,0,0,213,2.0,3.0,38.0,26,1178288.0,1877532.0,2022,10/11/2022 04:45:59 PM,41.819258844,-87.621479805,"(41.819258844, -87.621479805)",01
12582258,JF100574,01/01/2022 01:12:00 PM,083XX S PHILLIPS AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,ALLEY,0,0,423,4.0,7.0,46.0,15,1193956.0,1850209.0,2022,10/11/2022 04:45:59 PM,41.743912171,-87.56490023399999,"(41.743912171, -87.564900234)",01
12582296,JF100614,01/01/2022 01:14:00 PM,046XX N ELSTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),0,1,1722,17.0,39.0,14.0,26,1146411.0,1930762.0,2022,10/11/2022 04:45:59 PM,41.965993048,-87.737061003,"(41.965993048, -87.737061003)",01
12725252,JF274039,01/01/2022 01:15:00 AM,011XX N AUSTIN BLVD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,0,0,1511,15.0,29.0,25.0,04B,1136162.0,1906872.0,2022,10/22/2022 04:45:58 PM,41.900625804,-87.775316908,"(41.900625804, -87.775316908)",01
12722052,JF270256,01/01/2022 01:15:00 AM,073XX S CLAREMONT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,0,0,835,8.0,18.0,66.0,11,1162005.0,1856012.0,2022,10/22/2022 04:45:58 PM,41.76055979,-87.681810449,"(41.76055979, -87.681810449)",01
12581853,JF100065,01/01/2022 01:15:00 AM,040XX N BROADWAY,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,0,0,1915,19.0,46.0,3.0,04A,1169854.0,1927017.0,2022,10/11/2022 04:45:59 PM,41.955236608,-87.65097536,"(41.955236608, -87.65097536)",01
12583078,JF101038,01/01/2022 01:15:00 AM,035XX N CLARK ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,0,0,1924,19.0,44.0,6.0,06,1168480.0,1923896.0,2022,10/11/2022 04:45:59 PM,41.94670237,-87.656117076,"(41.94670237, -87.656117076)",01
12794336,JF357031,01/01/2022 01:16:00 AM,020XX W DIVISION ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,0,0,1424,14.0,1.0,24.0,14,1162494.0,1907984.0,2022,10/22/2022 04:45:58 PM,41.903166488,-87.678566378,"(41.903166488, -87.678566378)",01
12581878,JF100086,01/01/2022 01:20:00 AM,110XX S AVENUE M,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,433,4.0,10.0,52.0,08B,1201546.0,1832288.0,2022,10/11/2022 04:45:59 PM,41.694546198000005,-87.537697306,"(41.694546198, -87.537697306)",01
12581922,JF100060,01/01/2022 01:20:00 AM,050XX W MADISON ST,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,SIDEWALK,1,0,1533,15.0,28.0,25.0,15,1142714.0,1899552.0,2022,10/11/2022 04:45:59 PM,41.880419385,-87.75143303899999,"(41.880419385, -87.751433039)",01
12581863,JF100093,01/01/2022 01:20:00 AM,015XX W WARREN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,0,0,1224,12.0,27.0,28.0,14,1166019.0,1900437.0,2022,10/11/2022 04:45:59 PM,41.882382408000005,-87.66583403700001,"(41.882382408, -87.665834037)",01
12586919,JF105719,01/01/2022 01:20:00 PM,050XX N CENTRAL PARK AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,0,0,1712,17.0,39.0,13.0,06,1151468.0,1933510.0,2022,10/11/2022 04:45:59 PM,41.973435659,-87.718394713,"(41.973435659, -87.718394713)",01
12718076,JF265041,01/01/2022 01:20:00 PM,042XX W JACKSON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0,0,1132,11.0,28.0,26.0,11,1148189.0,1898349.0,2022,10/22/2022 04:45:58 PM,41.877014589,-87.731360167,"(41.877014589, -87.731360167)",01
12581882,JF100072,01/01/2022 01:25:00 AM,005XX N PINE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,1,0,1523,15.0,37.0,25.0,15,1139442.0,1902935.0,2022,10/11/2022 04:45:59 PM,41.889763017,-87.76336516100001,"(41.889763017, -87.763365161)",01
12583893,JF101803,01/01/2022 01:30:00 AM,022XX N LINCOLN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BAR OR TAVERN,0,0,1812,18.0,43.0,7.0,11,1171576.0,1915192.0,2022,10/11/2022 04:45:59 PM,41.922750548,-87.64499406200001,"(41.922750548, -87.644994062)",01
12582365,JF100628,01/01/2022 01:30:00 AM,119XX S STEWART AVE,0820,THEFT,$500 AND UNDER,APARTMENT,0,1,522,5.0,34.0,53.0,06,1175774.0,1825724.0,2022,10/11/2022 04:45:59 PM,41.677148117,-87.632250598,"(41.677148117, -87.632250598)",01
12583915,JF101800,01/01/2022 01:30:00 AM,022XX N LINCOLN AVE,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,0,0,1812,18.0,43.0,7.0,06,1171576.0,1915192.0,2022,10/11/2022 04:45:59 PM,41.922750548,-87.64499406200001,"(41.922750548, -87.644994062)",01
12583777,JF102482,01/01/2022 01:30:00 AM,026XX S KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1031,10.0,22.0,30.0,14,1149144.0,1886033.0,2022,10/11/2022 04:45:59 PM,41.843199549,-87.728172398,"(41.843199549, -87.728172398)",01
12581923,JF100146,01/01/2022 01:30:00 AM,032XX N SHEFFIELD AVE,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,0,0,1924,19.0,44.0,6.0,06,1169040.0,1921647.0,2022,10/11/2022 04:45:59 PM,41.940518859,-87.65412420000001,"(41.940518859, -87.6541242)",01
12581905,JF100099,01/01/2022 01:30:00 AM,001XX E WALTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,1,1,1833,18.0,2.0,8.0,08B,1177614.0,1906959.0,2022,10/11/2022 04:45:59 PM,41.90002373,-87.62305924,"(41.90002373, -87.62305924)",01
12582316,JF100600,01/01/2022 01:30:00 PM,048XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,931,9.0,15.0,61.0,08B,1165496.0,1872596.0,2022,10/11/2022 04:45:59 PM,41.80599513,-87.668545833,"(41.80599513, -87.668545833)",01
12587490,JF104322,01/01/2022 01:30:00 PM,055XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,STREET,0,0,1522,15.0,29.0,25.0,06,1139302.0,1900198.0,2022,10/11/2022 04:45:59 PM,41.882254892,-87.76394600299999,"(41.882254892, -87.763946003)",01
12582392,JF100650,01/01/2022 01:30:00 PM,003XX W CERMAK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,914,9.0,25.0,34.0,06,1174359.0,1889753.0,2022,10/11/2022 04:45:59 PM,41.852882701,-87.63552860899999,"(41.852882701, -87.635528609)",01
12581902,JF100158,01/01/2022 01:32:00 AM,001XX W POLK ST,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,0,0,123,1.0,2.0,32.0,05,1174870.0,1896780.0,2022,10/11/2022 04:45:59 PM,41.872153864,-87.633442836,"(41.872153864, -87.633442836)",01
12581834,JF100092,01/01/2022 01:33:00 AM,054XX W SCHOOL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,1633,16.0,30.0,15.0,08B,1139481.0,1921407.0,2022,10/11/2022 04:45:59 PM,41.940451558,-87.762770635,"(41.940451558, -87.762770635)",01
12597291,JF100079,01/01/2022 01:33:00 AM,013XX W 87TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,COMMERCIAL / BUSINESS OFFICE,1,0,613,6.0,21.0,71.0,26,1168982.0,1847075.0,2022,10/11/2022 04:45:59 PM,41.735887585,-87.656497089,"(41.735887585, -87.656497089)",01
12581842,JF100080,01/01/2022 01:36:00 AM,017XX W PETERSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,1,2012,20.0,40.0,77.0,14,1163566.0,1939921.0,2022,10/11/2022 04:45:59 PM,41.99078075,-87.673725927,"(41.99078075, -87.673725927)",01
12583379,JF100622,01/01/2022 01:36:00 PM,081XX S THROOP ST,0820,THEFT,$500 AND UNDER,APARTMENT,0,1,613,6.0,21.0,71.0,06,1169078.0,1850705.0,2022,10/11/2022 04:45:59 PM,41.745846742,-87.656040713,"(41.745846742, -87.656040713)",01
12583649,JF102226,01/01/2022 01:37:00 AM,0000X E 38TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,0,0,213,2.0,3.0,35.0,14,1177136.0,1879814.0,2022,10/11/2022 04:45:59 PM,41.825546955,-87.625636802,"(41.825546955, -87.625636802)",01
12581847,JF100091,01/01/2022 01:37:00 AM,004XX S KEDZIE AVE,0810,THEFT,OVER $500,STREET,1,1,1134,11.0,28.0,27.0,06,1155113.0,1897686.0,2022,10/11/2022 04:45:59 PM,41.875059174,-87.70595493200001,"(41.875059174, -87.705954932)",01
12581872,JF100100,01/01/2022 01:39:00 AM,014XX N SANDBURG TER,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,1821,18.0,2.0,8.0,08B,1175096.0,1910205.0,2022,10/11/2022 04:45:59 PM,41.908987744,-87.632210361,"(41.908987744, -87.632210361)",01
12582322,JF100597,01/01/2022 01:39:00 PM,036XX W WOLFRAM ST,0560,ASSAULT,SIMPLE,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,1,0,2523,25.0,30.0,21.0,08A,1151607.0,1918709.0,2022,10/11/2022 04:45:59 PM,41.932817907,-87.71827418299999,"(41.932817907, -87.718274183)",01
12581997,JF100145,01/01/2022 01:40:00 AM,032XX W FLOURNOY ST,0560,ASSAULT,SIMPLE,APARTMENT,0,0,1134,11.0,24.0,27.0,08A,1154823.0,1896849.0,2022,10/11/2022 04:45:59 PM,41.87276817,-87.707042122,"(41.87276817, -87.707042122)",01
12636418,JF167045,01/01/2022 01:40:00 AM,014XX W MADISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,GOVERNMENT BUILDING / PROPERTY,0,0,1224,12.0,27.0,28.0,26,1166873.0,1900131.0,2022,10/11/2022 04:45:59 PM,41.881524451,-87.662706932,"(41.881524451, -87.662706932)",01
12581833,JF100088,01/01/2022 01:41:00 AM,009XX W WEBSTER AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,0,0,1812,18.0,43.0,7.0,15,1169466.0,1914811.0,2022,10/11/2022 04:45:59 PM,41.921751279,-87.65275794700001,"(41.921751279, -87.652757947)",01
12582310,JF100624,01/01/2022 01:43:00 PM,008XX E DREXEL SQUARE DR,0560,ASSAULT,SIMPLE,APARTMENT,0,1,233,2.0,5.0,41.0,08A,1182638.0,1871058.0,2022,10/11/2022 04:45:59 PM,41.801393686,-87.60572356600001,"(41.801393686, -87.605723566)",01
12581830,JF100077,01/01/2022 01:44:00 AM,038XX W GLADYS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,1,0,1133,11.0,28.0,26.0,15,1150917.0,1898083.0,2022,10/11/2022 04:45:59 PM,41.876231715,-87.721350643,"(41.876231715, -87.721350643)",01
12581972,JF100081,01/01/2022 01:47:00 AM,062XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,311,3.0,20.0,40.0,14,1178698.0,1863731.0,2022,10/11/2022 04:45:59 PM,41.781378313000005,-87.62039569,"(41.781378313, -87.62039569)",01
12582382,JF100750,01/01/2022 01:48:00 AM,050XX S RIDGEWAY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,0,0,821,8.0,14.0,62.0,14,1152218.0,1871097.0,2022,10/11/2022 04:45:59 PM,41.802153167,-87.71728444799999,"(41.802153167, -87.717284448)",01
12591313,JF111500,01/01/2022 01:48:00 AM,012XX W SHERWIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,2423,24.0,49.0,1.0,14,1166276.0,1948783.0,2022,10/11/2022 04:45:59 PM,42.015040538,-87.66350292799999,"(42.015040538, -87.663502928)",01
12582311,JF100610,01/01/2022 01:48:00 PM,015XX W JONQUIL TER,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,1,1,2422,24.0,49.0,1.0,04B,1164491.0,1950995.0,2022,10/11/2022 04:45:59 PM,42.021148441,-87.670007974,"(42.021148441, -87.670007974)",01
12582352,JF100666,01/01/2022 01:54:00 PM,003XX W 64TH ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,1,0,722,7.0,20.0,68.0,08B,1175044.0,1862506.0,2022,10/11/2022 04:45:59 PM,41.778099133000005,-87.633828531,"(41.778099133, -87.633828531)",01
12767439,JF324498,01/01/2022 01:55:00 AM,070XX S FAIRFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0,0,831,8.0,17.0,66.0,11,1159257.0,1857858.0,2022,10/22/2022 04:45:58 PM,41.765682162,-87.691831585,"(41.765682162, -87.691831585)",01
12582674,JF100952,01/01/2022 01:57:00 PM,002XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,HOTEL / MOTEL,0,0,111,1.0,42.0,32.0,06,1177257.0,1901911.0,2022,10/11/2022 04:45:59 PM,41.886179873,-87.624523664,"(41.886179873, -87.624523664)",01
12581941,JF100116,01/01/2022 01:59:00 AM,005XX W POLK ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,1,0,124,1.0,25.0,28.0,15,1172668.0,1896706.0,2022,10/11/2022 04:45:59 PM,41.871999788,-87.64152943299999,"(41.871999788, -87.641529433)",01
12582639,JF100176,01/01/2022 02:00:00 AM,004XX N CLARK ST,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,ALLEY,0,0,1831,18.0,42.0,8.0,03,1175457.0,1903385.0,2022,10/11/2022 04:45:59 PM,41.890265219,-87.631089305,"(41.890265219, -87.631089305)",01
12581949,JF100143,01/01/2022 02:00:00 AM,037XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,911,9.0,12.0,58.0,08B,1160310.0,1879564.0,2022,10/11/2022 04:45:59 PM,41.825224672,-87.687374135,"(41.825224672, -87.687374135)",01
12601182,JF123459,01/01/2022 02:00:00 AM,012XX W 109TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,2234,22.0,34.0,75.0,07,1169920.0,1832166.0,2022,10/11/2022 04:45:59 PM,41.694954742,-87.65349189,"(41.694954742, -87.65349189)",01
12582342,JF100591,01/01/2022 02:00:00 AM,003XX E WACKER DR,0870,THEFT,POCKET-PICKING,HOTEL / MOTEL,0,0,114,1.0,42.0,32.0,06,1178664.0,1902455.0,2022,10/11/2022 04:45:59 PM,41.887640628,-87.61934028299999,"(41.887640628, -87.619340283)",01
12582005,JF100142,01/01/2022 02:00:00 AM,090XX S HOUSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,424,4.0,10.0,46.0,08B,1198092.0,1845654.0,2022,10/11/2022 04:45:59 PM,41.731310548,-87.549897825,"(41.731310548, -87.549897825)",01
12582007,JF100194,01/01/2022 02:00:00 AM,096XX S AVENUE M,0320,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,0,0,432,4.0,10.0,52.0,03,1201457.0,1841725.0,2022,10/11/2022 04:45:59 PM,41.72044437,-87.537703919,"(41.72044437, -87.537703919)",01
12582017,JF100102,01/01/2022 02:00:00 AM,061XX S WABASH AVE,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,0,0,311,3.0,20.0,40.0,04B,1177768.0,1864395.0,2022,10/11/2022 04:45:59 PM,41.783221505,-87.623785166,"(41.783221505, -87.623785166)",01
12582619,JF100934,01/01/2022 02:00:00 AM,021XX W 59TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,715,7.0,15.0,67.0,14,1163192.0,1865506.0,2022,10/11/2022 04:45:59 PM,41.786587871,-87.677194557,"(41.786587871, -87.677194557)",01
